timestamp,open_price,high_price,low_price,close_price,volume,timestamp2,open_date,open_time
2025-04-25 12:00:00+00:00,94670.52,95027.46,94555.56,94841.01,189.15917,2025-04-25 09:00:00-03:00,2025-04-25,09:00:00
2025-04-25 12:15:00+00:00,94837.71,94987.98,94420.0,94510.52,90.3642,2025-04-25 09:15:00-03:00,2025-04-25,09:15:00
2025-04-25 12:30:00+00:00,94506.03,94866.0,94434.78,94815.99,47.37628,2025-04-25 09:30:00-03:00,2025-04-25,09:30:00
2025-04-25 12:45:00+00:00,94817.97,94891.52,94320.0,94455.97,94.90488,2025-04-25 09:45:00-03:00,2025-04-25,09:45:00
2025-04-25 13:00:00+00:00,94455.97,94640.0,94286.34,94361.99,87.48416,2025-04-25 10:00:00-03:00,2025-04-25,10:00:00
2025-04-25 13:15:00+00:00,94361.98,94555.99,94235.84,94254.67,58.33483,2025-04-25 10:15:00-03:00,2025-04-25,10:15:00
2025-04-25 13:30:00+00:00,94256.31,94617.1,93986.87,94506.0,124.84204,2025-04-25 10:30:00-03:00,2025-04-25,10:30:00
2025-04-25 13:45:00+00:00,94506.0,94738.0,94300.02,94452.43,97.40104,2025-04-25 10:45:00-03:00,2025-04-25,10:45:00
2025-04-25 14:00:00+00:00,94452.44,95392.18,94415.0,95367.99,283.1973,2025-04-25 11:00:00-03:00,2025-04-25,11:00:00
2025-04-25 14:15:00+00:00,95367.98,95367.99,94643.3,94767.98,239.11535,2025-04-25 11:15:00-03:00,2025-04-25,11:15:00
2025-04-25 14:30:00+00:00,94767.99,95362.32,94629.51,95341.98,188.77511,2025-04-25 11:30:00-03:00,2025-04-25,11:30:00
2025-04-25 14:45:00+00:00,95343.94,95830.9,95218.47,95452.62,268.38594,2025-04-25 11:45:00-03:00,2025-04-25,11:45:00
2025-04-25 15:00:00+00:00,95452.62,95756.82,95352.0,95594.22,137.55041,2025-04-25 12:00:00-03:00,2025-04-25,12:00:00
2025-04-25 15:15:00+00:00,95594.21,95612.83,95315.54,95381.4,94.07771,2025-04-25 12:15:00-03:00,2025-04-25,12:15:00
2025-04-25 15:30:00+00:00,95381.37,95467.23,94880.74,95041.99,138.06829,2025-04-25 12:30:00-03:00,2025-04-25,12:30:00
2025-04-25 15:45:00+00:00,95042.0,95225.56,95032.05,95131.84,80.07499,2025-04-25 12:45:00-03:00,2025-04-25,12:45:00
2025-04-25 16:00:00+00:00,95131.85,95309.69,94990.98,94997.27,146.86291,2025-04-25 13:00:00-03:00,2025-04-25,13:00:00
2025-04-25 16:15:00+00:00,94997.27,95166.0,94802.69,95165.99,223.68756,2025-04-25 13:15:00-03:00,2025-04-25,13:15:00
2025-04-25 16:30:00+00:00,95166.0,95457.14,95102.08,95441.99,214.34015,2025-04-25 13:30:00-03:00,2025-04-25,13:30:00
2025-04-25 16:45:00+00:00,95441.99,95442.0,95266.01,95305.98,107.66015,2025-04-25 13:45:00-03:00,2025-04-25,13:45:00
2025-04-25 17:00:00+00:00,95305.98,95552.64,95275.29,95519.98,93.64141,2025-04-25 14:00:00-03:00,2025-04-25,14:00:00
2025-04-25 17:15:00+00:00,95519.98,95620.44,95460.01,95481.99,70.71422,2025-04-25 14:15:00-03:00,2025-04-25,14:15:00
2025-04-25 17:30:00+00:00,95481.98,95481.98,94820.0,94899.99,116.32961,2025-04-25 14:30:00-03:00,2025-04-25,14:30:00
2025-04-25 17:45:00+00:00,94900.0,94902.0,94425.98,94580.01,104.21451,2025-04-25 14:45:00-03:00,2025-04-25,14:45:00
2025-04-25 18:00:00+00:00,94580.01,94793.63,94580.01,94752.0,46.78823,2025-04-25 15:00:00-03:00,2025-04-25,15:00:00
2025-04-25 18:15:00+00:00,94752.0,94953.99,94714.02,94914.0,42.78583,2025-04-25 15:15:00-03:00,2025-04-25,15:15:00
2025-04-25 18:30:00+00:00,94915.74,95262.0,94888.06,95260.05,78.83282,2025-04-25 15:30:00-03:00,2025-04-25,15:30:00
2025-04-25 18:45:00+00:00,95260.04,95291.27,94991.29,95045.74,87.03459,2025-04-25 15:45:00-03:00,2025-04-25,15:45:00
2025-04-25 19:00:00+00:00,95045.75,95395.89,95045.75,95109.02,75.81588,2025-04-25 16:00:00-03:00,2025-04-25,16:00:00
2025-04-25 19:15:00+00:00,95109.02,95193.99,94950.01,95138.0,38.22053,2025-04-25 16:15:00-03:00,2025-04-25,16:15:00
2025-04-25 19:30:00+00:00,95137.99,95270.0,95048.01,95221.67,37.33373,2025-04-25 16:30:00-03:00,2025-04-25,16:30:00
2025-04-25 19:45:00+00:00,95221.67,95404.6,95074.0,95381.99,56.28332,2025-04-25 16:45:00-03:00,2025-04-25,16:45:00
2025-04-25 20:00:00+00:00,95382.0,95429.48,95129.17,95138.0,28.98897,2025-04-25 17:00:00-03:00,2025-04-25,17:00:00
2025-04-25 20:15:00+00:00,95138.0,95183.99,94996.0,95049.69,36.72082,2025-04-25 17:15:00-03:00,2025-04-25,17:15:00
2025-04-25 20:30:00+00:00,95049.68,95109.99,94860.54,94861.99,27.88734,2025-04-25 17:30:00-03:00,2025-04-25,17:30:00
2025-04-25 20:45:00+00:00,94862.0,95033.95,94861.99,94946.95,24.20722,2025-04-25 17:45:00-03:00,2025-04-25,17:45:00
2025-04-25 21:00:00+00:00,94946.94,95118.68,94887.0,95019.98,12.30673,2025-04-25 18:00:00-03:00,2025-04-25,18:00:00
2025-04-25 21:15:00+00:00,95019.98,95028.61,94757.2,94785.42,22.62264,2025-04-25 18:15:00-03:00,2025-04-25,18:15:00
2025-04-25 21:30:00+00:00,94785.42,94935.99,94754.37,94801.81,19.87073,2025-04-25 18:30:00-03:00,2025-04-25,18:30:00
2025-04-25 21:45:00+00:00,94801.81,94884.04,94554.21,94689.49,28.43644,2025-04-25 18:45:00-03:00,2025-04-25,18:45:00
2025-04-25 22:00:00+00:00,94689.5,94894.9,94669.05,94892.01,28.13046,2025-04-25 19:00:00-03:00,2025-04-25,19:00:00
2025-04-25 22:15:00+00:00,94892.0,94969.0,94795.84,94916.0,15.59352,2025-04-25 19:15:00-03:00,2025-04-25,19:15:00
2025-04-25 22:30:00+00:00,94916.01,95045.0,94916.01,95029.32,17.05391,2025-04-25 19:30:00-03:00,2025-04-25,19:30:00
2025-04-25 22:45:00+00:00,95029.32,95035.98,94921.58,94926.4,12.23574,2025-04-25 19:45:00-03:00,2025-04-25,19:45:00
2025-04-25 23:00:00+00:00,94926.41,95037.99,94834.05,94918.0,20.6254,2025-04-25 20:00:00-03:00,2025-04-25,20:00:00
2025-04-25 23:15:00+00:00,94918.0,94918.01,94705.1,94802.02,28.07015,2025-04-25 20:15:00-03:00,2025-04-25,20:15:00
2025-04-25 23:30:00+00:00,94802.01,94839.99,94696.0,94827.03,30.32175,2025-04-25 20:30:00-03:00,2025-04-25,20:30:00
2025-04-25 23:45:00+00:00,94827.03,94827.03,94677.84,94704.01,25.39378,2025-04-25 20:45:00-03:00,2025-04-25,20:45:00
2025-04-26 00:00:00+00:00,94704.02,94863.99,94700.02,94863.97,24.96448,2025-04-25 21:00:00-03:00,2025-04-25,21:00:00
2025-04-26 00:15:00+00:00,94863.97,94882.3,94709.66,94789.0,24.85669,2025-04-25 21:15:00-03:00,2025-04-25,21:15:00
2025-04-26 00:30:00+00:00,94780.39,94799.05,94618.54,94628.0,32.61952,2025-04-25 21:30:00-03:00,2025-04-25,21:30:00
2025-04-26 00:45:00+00:00,94626.01,95000.0,94618.51,94958.41,52.09141,2025-04-25 21:45:00-03:00,2025-04-25,21:45:00
2025-04-26 01:00:00+00:00,94958.4,95024.99,94818.7,94953.28,17.86489,2025-04-25 22:00:00-03:00,2025-04-25,22:00:00
2025-04-26 01:15:00+00:00,94953.28,95151.33,94904.01,95076.35,18.06081,2025-04-25 22:15:00-03:00,2025-04-25,22:15:00
2025-04-26 01:30:00+00:00,95076.36,95257.99,95076.35,95105.02,24.18267,2025-04-25 22:30:00-03:00,2025-04-25,22:30:00
2025-04-26 01:45:00+00:00,95105.01,95166.48,95050.01,95068.02,14.89461,2025-04-25 22:45:00-03:00,2025-04-25,22:45:00
2025-04-26 02:00:00+00:00,95068.01,95068.01,94829.22,94829.23,57.41131,2025-04-25 23:00:00-03:00,2025-04-25,23:00:00
2025-04-26 02:15:00+00:00,94829.23,94952.48,94757.15,94936.01,14.95336,2025-04-25 23:15:00-03:00,2025-04-25,23:15:00
2025-04-26 02:30:00+00:00,94936.0,95204.45,94892.01,95140.19,23.16523,2025-04-25 23:30:00-03:00,2025-04-25,23:30:00
2025-04-26 02:45:00+00:00,95140.18,95140.18,95007.98,95048.01,18.38355,2025-04-25 23:45:00-03:00,2025-04-25,23:45:00
2025-04-26 03:00:00+00:00,95048.02,95111.99,94967.39,95055.16,18.41202,2025-04-26 00:00:00-03:00,2025-04-26,00:00:00
2025-04-26 03:15:00+00:00,95055.16,95055.17,94808.07,94839.99,24.11357,2025-04-26 00:15:00-03:00,2025-04-26,00:15:00
2025-04-26 03:30:00+00:00,94845.98,94845.98,94788.52,94794.55,12.94038,2025-04-26 00:30:00-03:00,2025-04-26,00:30:00
2025-04-26 03:45:00+00:00,94794.55,94844.0,94757.9,94784.53,9.64705,2025-04-26 00:45:00-03:00,2025-04-26,00:45:00
2025-04-26 04:00:00+00:00,94784.53,94883.2,94752.51,94784.5,15.03118,2025-04-26 01:00:00-03:00,2025-04-26,01:00:00
2025-04-26 04:15:00+00:00,94784.5,94791.85,94661.8,94670.42,14.94252,2025-04-26 01:15:00-03:00,2025-04-26,01:15:00
2025-04-26 04:30:00+00:00,94670.41,94725.56,94598.57,94725.56,11.36388,2025-04-26 01:30:00-03:00,2025-04-26,01:30:00
2025-04-26 04:45:00+00:00,94730.98,94747.73,94573.78,94580.56,9.26791,2025-04-26 01:45:00-03:00,2025-04-26,01:45:00
2025-04-26 05:00:00+00:00,94580.57,94693.78,94553.15,94553.16,14.20637,2025-04-26 02:00:00-03:00,2025-04-26,02:00:00
2025-04-26 05:15:00+00:00,94556.07,94641.99,94428.46,94606.8,18.22281,2025-04-26 02:15:00-03:00,2025-04-26,02:15:00
2025-04-26 05:30:00+00:00,94604.4,94738.6,94592.0,94670.92,12.46975,2025-04-26 02:30:00-03:00,2025-04-26,02:30:00
2025-04-26 05:45:00+00:00,94670.92,94747.29,94637.64,94663.25,11.01454,2025-04-26 02:45:00-03:00,2025-04-26,02:45:00
2025-04-26 06:00:00+00:00,94663.25,94749.99,94633.97,94749.97,7.25213,2025-04-26 03:00:00-03:00,2025-04-26,03:00:00
2025-04-26 06:15:00+00:00,94749.98,94749.98,94650.0,94650.02,7.17096,2025-04-26 03:15:00-03:00,2025-04-26,03:15:00
2025-04-26 06:30:00+00:00,94650.02,94740.0,94650.01,94674.4,11.04811,2025-04-26 03:30:00-03:00,2025-04-26,03:30:00
2025-04-26 06:45:00+00:00,94674.39,94787.38,94664.57,94679.7,15.07771,2025-04-26 03:45:00-03:00,2025-04-26,03:45:00
2025-04-26 07:00:00+00:00,94679.7,94788.52,94672.17,94788.52,15.62995,2025-04-26 04:00:00-03:00,2025-04-26,04:00:00
2025-04-26 07:15:00+00:00,94783.99,94793.56,94718.0,94746.82,10.56833,2025-04-26 04:15:00-03:00,2025-04-26,04:15:00
2025-04-26 07:30:00+00:00,94746.81,94837.86,94700.0,94823.89,23.77352,2025-04-26 04:30:00-03:00,2025-04-26,04:30:00
2025-04-26 07:45:00+00:00,94823.89,94823.89,94614.0,94614.0,59.76894,2025-04-26 04:45:00-03:00,2025-04-26,04:45:00
2025-04-26 08:00:00+00:00,94614.0,94663.99,94458.0,94639.58,46.74988,2025-04-26 05:00:00-03:00,2025-04-26,05:00:00
2025-04-26 08:15:00+00:00,94639.59,94770.54,94572.01,94690.1,20.10289,2025-04-26 05:15:00-03:00,2025-04-26,05:15:00
2025-04-26 08:30:00+00:00,94690.11,94717.56,94392.0,94437.21,38.97221,2025-04-26 05:30:00-03:00,2025-04-26,05:30:00
2025-04-26 08:45:00+00:00,94428.01,94441.99,94317.72,94363.7,28.50356,2025-04-26 05:45:00-03:00,2025-04-26,05:45:00
2025-04-26 09:00:00+00:00,94363.71,94406.36,94260.77,94393.99,30.93468,2025-04-26 06:00:00-03:00,2025-04-26,06:00:00
2025-04-26 09:15:00+00:00,94392.01,94463.72,94288.01,94297.99,13.80981,2025-04-26 06:15:00-03:00,2025-04-26,06:15:00
2025-04-26 09:30:00+00:00,94297.99,94297.99,94163.95,94219.98,15.98537,2025-04-26 06:30:00-03:00,2025-04-26,06:30:00
2025-04-26 09:45:00+00:00,94219.98,94313.16,94163.95,94307.05,14.28453,2025-04-26 06:45:00-03:00,2025-04-26,06:45:00
2025-04-26 10:00:00+00:00,94307.56,94393.2,94186.01,94299.99,17.13723,2025-04-26 07:00:00-03:00,2025-04-26,07:00:00
2025-04-26 10:15:00+00:00,94300.0,94399.99,94245.82,94321.98,8.21856,2025-04-26 07:15:00-03:00,2025-04-26,07:15:00
2025-04-26 10:30:00+00:00,94321.98,94417.64,94271.43,94417.63,11.36988,2025-04-26 07:30:00-03:00,2025-04-26,07:30:00
2025-04-26 10:45:00+00:00,94417.64,94433.1,94248.75,94248.76,10.23554,2025-04-26 07:45:00-03:00,2025-04-26,07:45:00
2025-04-26 11:00:00+00:00,94248.77,94281.41,94196.0,94202.79,9.13247,2025-04-26 08:00:00-03:00,2025-04-26,08:00:00
2025-04-26 11:15:00+00:00,94202.79,94289.78,94164.4,94175.54,15.06955,2025-04-26 08:15:00-03:00,2025-04-26,08:15:00
2025-04-26 11:30:00+00:00,94175.54,94272.73,94055.02,94096.0,27.04795,2025-04-26 08:30:00-03:00,2025-04-26,08:30:00
2025-04-26 11:45:00+00:00,94095.99,94226.51,94031.37,94187.99,25.79066,2025-04-26 08:45:00-03:00,2025-04-26,08:45:00
2025-04-26 12:00:00+00:00,94187.98,94323.52,94141.26,94264.02,28.61384,2025-04-26 09:00:00-03:00,2025-04-26,09:00:00
2025-04-26 12:15:00+00:00,94264.02,94366.9,94216.02,94348.0,16.55521,2025-04-26 09:15:00-03:00,2025-04-26,09:15:00
2025-04-26 12:30:00+00:00,94342.54,94348.0,94227.93,94271.98,14.66057,2025-04-26 09:30:00-03:00,2025-04-26,09:30:00
2025-04-26 12:45:00+00:00,94271.98,94312.18,94153.4,94282.01,11.783,2025-04-26 09:45:00-03:00,2025-04-26,09:45:00
2025-04-26 13:00:00+00:00,94282.01,94337.99,94221.96,94271.0,14.28678,2025-04-26 10:00:00-03:00,2025-04-26,10:00:00
2025-04-26 13:15:00+00:00,94271.0,94271.0,94109.71,94110.75,12.99789,2025-04-26 10:15:00-03:00,2025-04-26,10:15:00
2025-04-26 13:30:00+00:00,94110.75,94191.4,94000.02,94030.02,18.54714,2025-04-26 10:30:00-03:00,2025-04-26,10:30:00
2025-04-26 13:45:00+00:00,94028.08,94181.14,93908.58,94181.14,30.85359,2025-04-26 10:45:00-03:00,2025-04-26,10:45:00
2025-04-26 14:00:00+00:00,94183.98,94238.85,93956.0,94067.61,29.19223,2025-04-26 11:00:00-03:00,2025-04-26,11:00:00
2025-04-26 14:15:00+00:00,94067.61,94165.32,93956.0,94137.97,14.09349,2025-04-26 11:15:00-03:00,2025-04-26,11:15:00
2025-04-26 14:30:00+00:00,94138.43,94289.62,94101.29,94240.02,14.08481,2025-04-26 11:30:00-03:00,2025-04-26,11:30:00
2025-04-26 14:45:00+00:00,94240.01,94305.41,94222.08,94274.18,16.15578,2025-04-26 11:45:00-03:00,2025-04-26,11:45:00
2025-04-26 15:00:00+00:00,94274.19,94400.0,94274.19,94356.15,16.1005,2025-04-26 12:00:00-03:00,2025-04-26,12:00:00
2025-04-26 15:15:00+00:00,94356.15,94433.4,94222.1,94417.99,21.65331,2025-04-26 12:15:00-03:00,2025-04-26,12:15:00
2025-04-26 15:30:00+00:00,94417.99,94417.99,94280.01,94300.02,5.99295,2025-04-26 12:30:00-03:00,2025-04-26,12:30:00
2025-04-26 15:45:00+00:00,94300.01,94435.99,94280.02,94408.01,8.57202,2025-04-26 12:45:00-03:00,2025-04-26,12:45:00
2025-04-26 16:00:00+00:00,94408.0,94408.0,94281.0,94288.34,6.97934,2025-04-26 13:00:00-03:00,2025-04-26,13:00:00
2025-04-26 16:15:00+00:00,94288.35,94380.86,94270.08,94380.01,16.97743,2025-04-26 13:15:00-03:00,2025-04-26,13:15:00
2025-04-26 16:30:00+00:00,94380.01,94380.01,94077.33,94177.99,31.21857,2025-04-26 13:30:00-03:00,2025-04-26,13:30:00
2025-04-26 16:45:00+00:00,94177.98,94385.02,94164.62,94321.98,17.91315,2025-04-26 13:45:00-03:00,2025-04-26,13:45:00
2025-04-26 17:00:00+00:00,94321.97,94384.01,94277.46,94294.02,16.99902,2025-04-26 14:00:00-03:00,2025-04-26,14:00:00
2025-04-26 17:15:00+00:00,94294.02,94400.0,94258.02,94365.58,13.27319,2025-04-26 14:15:00-03:00,2025-04-26,14:15:00
2025-04-26 17:30:00+00:00,94360.0,94383.99,94320.01,94377.99,4.27492,2025-04-26 14:30:00-03:00,2025-04-26,14:30:00
2025-04-26 17:45:00+00:00,94377.99,94397.99,94336.01,94356.72,6.32193,2025-04-26 14:45:00-03:00,2025-04-26,14:45:00
2025-04-26 18:00:00+00:00,94356.73,94400.0,94288.0,94298.01,10.73281,2025-04-26 15:00:00-03:00,2025-04-26,15:00:00
2025-04-26 18:15:00+00:00,94298.02,94393.99,94272.01,94375.26,11.39894,2025-04-26 15:15:00-03:00,2025-04-26,15:15:00
2025-04-26 18:30:00+00:00,94375.27,94391.99,94286.47,94286.47,4.36946,2025-04-26 15:30:00-03:00,2025-04-26,15:30:00
2025-04-26 18:45:00+00:00,94286.48,94286.48,94164.89,94190.31,18.95622,2025-04-26 15:45:00-03:00,2025-04-26,15:45:00
2025-04-26 19:00:00+00:00,94190.32,94257.99,94135.13,94198.0,14.93232,2025-04-26 16:00:00-03:00,2025-04-26,16:00:00
2025-04-26 19:15:00+00:00,94197.99,94263.99,94173.2,94259.99,6.93635,2025-04-26 16:15:00-03:00,2025-04-26,16:15:00
2025-04-26 19:30:00+00:00,94262.46,94327.65,94228.01,94314.01,8.90433,2025-04-26 16:30:00-03:00,2025-04-26,16:30:00
2025-04-26 19:45:00+00:00,94314.01,94362.0,94256.01,94342.01,11.02226,2025-04-26 16:45:00-03:00,2025-04-26,16:45:00
2025-04-26 20:00:00+00:00,94339.19,94413.93,94300.0,94300.91,42.84678,2025-04-26 17:00:00-03:00,2025-04-26,17:00:00
2025-04-26 20:15:00+00:00,94300.9,94322.94,94250.0,94278.15,24.63292,2025-04-26 17:15:00-03:00,2025-04-26,17:15:00
2025-04-26 20:30:00+00:00,94278.16,94283.66,94222.02,94263.21,9.12069,2025-04-26 17:30:00-03:00,2025-04-26,17:30:00
2025-04-26 20:45:00+00:00,94263.21,94306.62,94127.0,94129.45,16.68817,2025-04-26 17:45:00-03:00,2025-04-26,17:45:00
2025-04-26 21:00:00+00:00,94129.45,94303.93,94129.45,94303.93,12.52492,2025-04-26 18:00:00-03:00,2025-04-26,18:00:00
2025-04-26 21:15:00+00:00,94303.92,94352.74,94219.94,94270.78,24.89648,2025-04-26 18:15:00-03:00,2025-04-26,18:15:00
2025-04-26 21:30:00+00:00,94270.78,94393.77,94258.0,94382.49,10.54591,2025-04-26 18:30:00-03:00,2025-04-26,18:30:00
2025-04-26 21:45:00+00:00,94382.49,94393.76,94335.04,94393.75,7.25319,2025-04-26 18:45:00-03:00,2025-04-26,18:45:00
2025-04-26 22:00:00+00:00,94393.76,94613.85,94393.76,94610.01,83.88566,2025-04-26 19:00:00-03:00,2025-04-26,19:00:00
2025-04-26 22:15:00+00:00,94610.0,94748.0,94534.0,94692.0,29.44605,2025-04-26 19:15:00-03:00,2025-04-26,19:15:00
2025-04-26 22:30:00+00:00,94691.99,94819.76,94640.0,94806.01,18.7176,2025-04-26 19:30:00-03:00,2025-04-26,19:30:00
2025-04-26 22:45:00+00:00,94806.0,94837.62,94664.84,94825.99,19.17627,2025-04-26 19:45:00-03:00,2025-04-26,19:45:00
2025-04-26 23:00:00+00:00,94824.02,94932.87,94736.0,94736.0,21.38398,2025-04-26 20:00:00-03:00,2025-04-26,20:00:00
2025-04-26 23:15:00+00:00,94735.95,94823.99,94698.0,94779.56,7.24465,2025-04-26 20:15:00-03:00,2025-04-26,20:15:00
2025-04-26 23:30:00+00:00,94779.55,94779.56,94588.01,94665.98,16.70899,2025-04-26 20:30:00-03:00,2025-04-26,20:30:00
2025-04-26 23:45:00+00:00,94665.97,94686.0,94604.01,94665.98,4.39124,2025-04-26 20:45:00-03:00,2025-04-26,20:45:00
2025-04-27 00:00:00+00:00,94665.99,94854.0,94617.81,94825.0,13.95753,2025-04-26 21:00:00-03:00,2025-04-26,21:00:00
2025-04-27 00:15:00+00:00,94825.0,95016.63,94810.89,94977.97,38.43137,2025-04-26 21:15:00-03:00,2025-04-26,21:15:00
2025-04-27 00:30:00+00:00,94977.97,95006.0,94854.7,94971.95,12.51155,2025-04-26 21:30:00-03:00,2025-04-26,21:30:00
2025-04-27 00:45:00+00:00,94971.95,94987.98,94855.01,94905.06,25.71743,2025-04-26 21:45:00-03:00,2025-04-26,21:45:00
2025-04-27 01:00:00+00:00,94905.07,95295.0,94850.0,95152.02,44.78947,2025-04-26 22:00:00-03:00,2025-04-26,22:00:00
2025-04-27 01:15:00+00:00,95152.01,95352.33,94652.6,94773.65,73.28054,2025-04-26 22:15:00-03:00,2025-04-26,22:15:00
2025-04-27 01:30:00+00:00,94772.01,94808.0,94299.17,94575.99,52.19818,2025-04-26 22:30:00-03:00,2025-04-26,22:30:00
2025-04-27 01:45:00+00:00,94577.76,94597.99,94086.01,94172.0,40.34119,2025-04-26 22:45:00-03:00,2025-04-26,22:45:00
2025-04-27 02:00:00+00:00,94172.0,94449.42,94100.0,94445.99,21.6841,2025-04-26 23:00:00-03:00,2025-04-26,23:00:00
2025-04-27 02:15:00+00:00,94445.99,94510.0,94353.45,94381.78,11.35143,2025-04-26 23:15:00-03:00,2025-04-26,23:15:00
2025-04-27 02:30:00+00:00,94381.78,94480.0,94314.64,94354.01,11.41535,2025-04-26 23:30:00-03:00,2025-04-26,23:30:00
2025-04-27 02:45:00+00:00,94353.06,94385.99,94217.2,94385.98,11.22339,2025-04-26 23:45:00-03:00,2025-04-26,23:45:00
2025-04-27 03:00:00+00:00,94385.99,94496.0,94312.0,94381.42,12.31822,2025-04-27 00:00:00-03:00,2025-04-27,00:00:00
